NO_OF_FRAMES	3364
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-07-29, 12:15:23.646	6912.52665900
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
1254	12.53000	595.490	-1090.418	1316.721	655.876	-1120.017	1296.036	578.177	-1052.669	1272.440	577.930	-1128.297	1277.645	644.290	-1043.697	1289.392
1255	12.54000	599.462	-1090.728	1317.086	660.005	-1120.556	1296.756	582.270	-1053.254	1273.028	582.123	-1128.824	1278.165	648.205	-1044.251	1289.981
1256	12.55000	603.568	-1091.298	1317.574	664.142	-1120.962	1297.473	586.199	-1053.849	1273.867	586.234	-1129.324	1278.967	652.193	-1044.562	1290.757
1257	12.56000	607.439	-1091.810	1318.310	668.299	-1121.275	1298.022	590.175	-1054.188	1274.228	590.328	-1129.759	1279.288	656.463	-1044.911	1291.438
1258	12.57000	611.387	-1092.372	1318.897	672.339	-1121.637	1298.399	594.277	-1054.671	1274.818	594.637	-1130.281	1279.864	660.154	-1045.257	1291.955
1259	12.58000	615.334	-1092.607	1319.333	676.323	-1122.046	1299.141	598.294	-1055.126	1275.209	598.696	-1130.464	1280.108	664.069	-1045.500	1292.677
1260	12.59000	619.387	-1092.884	1319.771	680.304	-1122.305	1299.582	602.328	-1055.410	1275.929	602.633	-1130.740	1280.575	668.106	-1045.593	1293.278
1261	12.60000	623.353	-1093.171	1320.397	684.356	-1122.321	1300.193	606.173	-1055.568	1276.440	606.817	-1131.142	1280.889	671.826	-1045.949	1293.770
1262	12.61000	627.448	-1093.341	1320.774	688.305	-1122.522	1300.547	610.160	-1055.672	1276.893	610.834	-1131.170	1281.360	675.928	-1046.018	1294.338
1263	12.62000	631.382	-1093.464	1321.173	692.454	-1122.477	1301.121	614.173	-1055.716	1277.490	614.871	-1131.307	1281.678	680.025	-1046.089	1294.961
1264	12.63000	635.190	-1093.519	1321.597	696.368	-1122.639	1301.777	618.162	-1055.780	1277.851	618.656	-1131.286	1281.976	683.867	-1046.031	1295.478
1265	12.64000	639.106	-1093.542	1322.046	700.342	-1122.311	1302.281	621.979	-1055.828	1278.331	622.900	-1131.354	1282.658	687.653	-1045.999	1295.913
1266	12.65000	643.012	-1093.435	1322.367	704.213	-1122.408	1302.727	625.884	-1055.681	1278.725	626.587	-1131.122	1282.895	691.699	-1045.884	1296.687
1267	12.66000	646.946	-1093.397	1323.074	708.279	-1122.064	1303.166	629.969	-1055.464	1279.069	630.688	-1131.106	1283.430	695.631	-1045.717	1297.100
