NO_OF_FRAMES	1617
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-11, 15:26:18.257	1141584.09130630
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Mixed	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
810	8.09000	-12.076	146.729	1198.285	-64.396	199.866	1197.239	39.298	207.550	1202.802	-24.288	253.284	1203.832	-21.444	188.858	1237.116
811	8.10000	-9.307	151.553	1198.832	-61.528	204.689	1197.532	42.039	212.233	1203.263	-21.535	258.212	1204.039	-18.719	193.717	1237.499
812	8.11000	-6.440	156.342	1199.510	-58.739	209.561	1197.783	44.921	217.299	1203.721	-18.774	263.029	1204.272	-15.905	198.747	1237.886
813	8.12000	-3.560	161.400	1199.992	-55.901	214.509	1198.187	47.689	222.326	1204.181	-15.964	268.003	1204.508	-13.099	203.851	1238.330
814	8.13000	-0.585	166.437	1200.630	-53.005	219.660	1198.507	50.608	227.478	1204.612	-13.155	273.214	1204.801	-10.249	209.128	1238.658
815	8.14000	2.339	171.775	1201.236	-50.125	224.648	1198.690	53.502	232.843	1205.044	-10.326	278.383	1204.974	-7.366	214.576	1239.216
816	8.15000	5.280	177.130	1201.810	-47.245	230.172	1199.077	56.400	238.277	1205.651	-7.570	283.702	1205.012	-4.550	220.041	1239.641
817	8.16000	8.240	182.635	1202.349	-44.364	235.468	1199.468	59.201	243.799	1206.052	-4.686	289.301	1205.407	-1.710	225.581	1240.139
818	8.17000	11.256	188.193	1202.996	-41.455	240.948	1199.726	62.136	249.488	1206.526	-1.876	294.845	1205.603	1.106	231.318	1240.580
819	8.18000	14.207	193.815	1203.620	-38.521	246.627	1200.038	64.989	255.327	1207.018	0.951	300.504	1205.761	3.991	237.176	1240.897
820	8.19000	17.360	199.711	1204.262	-35.495	252.323	1200.415	67.970	261.348	1207.348	3.843	306.274	1205.943	6.947	243.108	1241.303
821	8.20000	20.387	205.492	1204.718	-32.446	258.230	1200.800	70.995	267.285	1207.775	6.699	312.252	1206.085	9.886	249.111	1241.680
822	8.21000	23.463	211.434	1205.192	-29.597	263.869	1201.061	73.874	273.378	1208.238	9.531	318.154	1206.342	12.776	255.124	1242.119
823	8.22000	26.644	217.543	1205.762	-26.581	269.785	1201.359	76.869	279.517	1208.718	12.399	324.009	1206.595	15.787	261.243	1242.539
824	8.23000	29.809	223.557	1206.218	-23.510	275.652	1201.756	79.830	285.783	1209.128	15.308	330.219	1206.842	18.815	267.369	1242.915
825	8.24000	32.996	229.764	1206.770	-20.375	281.701	1202.056	82.902	292.024	1209.534	18.238	336.334	1207.118	21.862	273.576	1243.293
826	8.25000	36.300	235.981	1207.134	-17.207	287.968	1202.389	86.034	298.428	1209.917	21.297	342.533	1207.240	25.073	279.951	1243.688
827	8.26000	39.668	242.221	1207.512	-13.996	293.969	1202.575	89.229	304.820	1210.216	24.333	348.789	1207.342	28.246	286.216	1244.013
828	8.27000	43.057	248.674	1207.963	-10.782	300.219	1202.871	92.447	311.342	1210.611	27.408	355.066	1207.578	31.547	292.588	1244.466
829	8.28000	46.495	255.052	1208.346	-7.497	306.415	1203.230	95.661	317.803	1210.904	30.557	361.423	1207.928	34.797	298.993	1244.759
830	8.29000	49.946	261.656	1208.813	-4.226	312.642	1203.547	98.946	324.288	1211.190	33.683	367.798	1208.135	38.087	305.494	1245.012
831	8.30000	53.380	268.026	1209.137	-0.850	319.102	1203.752	102.229	330.918	1211.457	36.935	374.321	1208.330	41.517	311.998	1245.312
832	8.31000	56.940	274.607	1209.503	2.529	325.405	1204.119	105.569	337.601	1211.731	40.059	380.780	1208.642	44.792	318.544	1245.629
833	8.32000	60.393	281.042	1209.903	5.758	331.772	1204.478	108.857	344.263	1212.065	43.316	387.118	1208.895	48.129	325.021	1246.005
834	8.33000	63.868	287.698	1210.416	9.098	338.181	1204.824	112.115	350.985	1212.526	46.405	393.713	1209.214	51.344	331.467	1246.317
835	8.34000	67.334	294.213	1210.805	12.457	344.531	1205.244	115.389	357.637	1212.956	49.609	400.234	1209.453	54.747	338.247	1246.819
836	8.35000	70.748	300.879	1211.265	15.821	350.910	1205.445	118.700	364.421	1213.506	52.846	406.750	1209.811	58.036	344.863	1247.158
837	8.36000	74.253	307.397	1211.606	19.174	357.450	1205.655	121.997	371.033	1213.900	56.058	413.259	1210.082	61.421	351.301	1247.458
838	8.37000	77.811	314.186	1212.006	22.536	363.951	1205.896	125.380	377.747	1214.332	59.268	419.825	1210.490	64.721	357.989	1247.928
839	8.38000	81.422	320.805	1212.357	25.945	370.589	1206.238	128.746	384.613	1214.712	62.580	426.545	1210.955	68.104	364.538	1248.315
840	8.39000	84.963	327.432	1212.887	29.383	377.121	1206.659	132.180	391.323	1215.145	65.922	433.253	1211.338	71.587	371.131	1248.574
841	8.40000	88.670	334.245	1213.243	33.021	383.698	1207.037	135.637	398.009	1215.799	69.394	440.057	1211.779	75.119	377.924	1248.998
842	8.41000	92.442	341.090	1213.429	36.668	390.378	1207.348	139.190	404.928	1216.141	72.857	446.621	1211.977	78.756	384.562	1249.262
