NO_OF_FRAMES	1863
NO_OF_CAMERAS	8
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 11:28:35.207	1213728.58984590
DATA_INCLUDED	6D
BODY_NAMES	Drone
BODY_FILTERS	No filter
TRANSLATION_ORIGIN	Global	
ROTATION_ORIGIN	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
3680	36.79000	-217.91659	-692.89813	986.54971	-1.41539	0.15223	-8.13570	0.65706	0.98993	-0.14154	0.00087	0.14152	0.98962	-0.02483	0.00266	0.02470	0.99969	
3681	36.80000	-218.04424	-692.69497	986.55625	-1.39686	0.18756	-8.13033	0.67054	0.98994	-0.14146	0.00021	0.14142	0.98964	-0.02460	0.00327	0.02438	0.99970	
3682	36.81000	-218.22591	-692.55996	986.47620	-1.40923	0.26438	-8.12012	0.66266	0.98996	-0.14132	-0.00109	0.14125	0.98966	-0.02500	0.00461	0.02459	0.99969	
3683	36.82000	-218.40733	-692.46711	986.49918	-1.33055	0.18741	-8.14227	0.62595	0.98991	-0.14167	0.00005	0.14163	0.98964	-0.02345	0.00327	0.02322	0.99973	
3684	36.83000	-218.54859	-692.32583	986.51640	-1.25628	0.23929	-8.11995	0.65666	0.98997	-0.14130	-0.00104	0.14124	0.98972	-0.02229	0.00418	0.02192	0.99975	
3685	36.84000	-218.65855	-692.01406	986.46498	-1.32767	0.22117	-8.17635	0.64393	0.98983	-0.14227	-0.00052	0.14222	0.98956	-0.02348	0.00386	0.02317	0.99972	
3686	36.85000	-218.79178	-691.79733	986.51955	-1.39901	0.21334	-8.19528	0.64054	0.98978	-0.14259	-0.00020	0.14255	0.98948	-0.02470	0.00372	0.02441	0.99970	
3687	36.86000	-218.94156	-691.64460	986.60128	-1.00081	0.20301	-8.15377	0.64196	0.98988	-0.14187	-0.00103	0.14183	0.98973	-0.01779	0.00354	0.01747	0.99984	
3688	36.87000	-219.12050	-691.41973	986.60769	-0.96836	0.35639	-8.08959	0.58522	0.99003	-0.14081	-0.00378	0.14072	0.98989	-0.01761	0.00622	0.01690	0.99984	
3689	36.88000	-219.21513	-691.19588	986.63002	-1.09927	0.39817	-8.17565	0.65479	0.98981	-0.14231	-0.00415	0.14220	0.98964	-0.01998	0.00695	0.01918	0.99979	
3690	36.89000	-219.23667	-690.86281	986.56214	-1.30731	0.39446	-8.18721	0.64840	0.98978	-0.14253	-0.00356	0.14240	0.98953	-0.02356	0.00688	0.02281	0.99972	
3691	36.90000	-219.34452	-690.55691	986.58301	-1.31912	0.31397	-8.16794	0.63730	0.98984	-0.14216	-0.00215	0.14207	0.98958	-0.02357	0.00548	0.02302	0.99972	
3692	36.91000	-219.49782	-690.24276	986.62086	-0.95961	0.42375	-8.16251	0.61917	0.98984	-0.14208	-0.00494	0.14198	0.98971	-0.01763	0.00740	0.01675	0.99983	
3693	36.92000	-219.67028	-689.96964	986.66560	-0.85149	0.39947	-8.22328	0.59242	0.98969	-0.14312	-0.00477	0.14303	0.98959	-0.01571	0.00697	0.01486	0.99987	
