NO_OF_FRAMES	6000
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 14:06:56.892	1223230.27508510
DATA_INCLUDED	3D
MARKER_NAMES	DroneElCapitan - 1	DroneElCapitan - 2	DroneElCapitan - 3	DroneElCapitan - 4	DroneElCapitan - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	DroneElCapitan - 1 X	DroneElCapitan - 1 Y	DroneElCapitan - 1 Z	DroneElCapitan - 2 X	DroneElCapitan - 2 Y	DroneElCapitan - 2 Z	DroneElCapitan - 3 X	DroneElCapitan - 3 Y	DroneElCapitan - 3 Z	DroneElCapitan - 4 X	DroneElCapitan - 4 Y	DroneElCapitan - 4 Z	DroneElCapitan - 5 X	DroneElCapitan - 5 Y	DroneElCapitan - 5 Z	
3131	31.30000	-2587.393	3840.181	2804.858	-1660.174	3190.435	2811.936	-2428.154	3074.039	2802.330	-2533.501	3803.655	2807.181	-1804.617	3966.067	2826.181
3132	31.31000	-2581.041	3841.979	2802.586	-1654.492	3190.740	2809.599	-2422.571	3075.751	2800.573	-2526.820	3805.324	2806.129	-1798.874	3967.514	2823.792
3133	31.32000	-2575.068	3843.842	2801.594	-1648.969	3192.075	2806.815	-2416.799	3077.394	2799.170	-2521.191	3807.262	2803.694	-1791.843	3968.733	2821.176
3134	31.33000	-2568.978	3845.696	2799.685	-1643.119	3193.828	2805.409	-2411.419	3079.352	2797.771	-2514.777	3808.927	2801.766	-1786.436	3970.248	2818.673
3135	31.34000	-2562.798	3847.599	2797.604	-1637.484	3195.466	2803.266	-2405.796	3081.104	2795.281	-2509.628	3811.195	2800.292	-1779.268	3971.280	2816.245
3136	31.35000	-2556.696	3849.459	2795.588	-1631.743	3196.804	2800.989	-2400.389	3082.827	2793.970	-2503.445	3812.925	2798.344	-1773.765	3972.730	2814.034
3137	31.36000	-2550.839	3851.184	2793.875	-1626.547	3197.039	2798.565	-2394.872	3084.611	2791.858	-2497.663	3814.529	2795.626	-1768.748	3974.375	2812.095
3138	31.37000	-2546.580	3853.134	2791.121	-1620.610	3198.716	2796.567	-2389.314	3086.190	2789.746	-2491.465	3816.128	2794.290	-1761.483	3975.219	2809.541
3139	31.38000	-2540.062	3854.777	2790.070	-1615.238	3200.025	2794.018	-2383.953	3087.992	2788.391	-2486.644	3818.326	2792.047	-1755.939	3976.781	2807.591
3140	31.39000	-2534.135	3856.689	2788.821	-1609.978	3201.046	2791.927	-2378.604	3089.820	2786.771	-2479.816	3819.908	2790.445	-1749.661	3977.895	2804.816
3141	31.40000	-2527.532	3858.385	2786.418	-1604.071	3202.059	2790.090	-2372.989	3091.513	2785.236	-2472.852	3821.228	2788.712	-1743.652	3979.077	2802.528
3142	31.41000	-2521.645	3860.032	2784.254	-1598.806	3202.857	2787.252	-2367.673	3093.119	2783.070	-2466.899	3823.013	2786.711	-1736.908	3980.172	2799.884
3143	31.42000	-2515.535	3862.123	2782.340	-1593.160	3204.223	2785.666	-2362.173	3094.645	2781.554	-2462.049	3825.139	2784.595	-1729.565	3981.063	2798.380
3144	31.43000	-2508.310	3863.733	2780.381	-1587.529	3204.979	2783.560	-2356.820	3096.280	2779.389	-2455.296	3826.646	2782.405	-1725.180	3982.423	2795.980
3145	31.44000	-2501.428	3865.353	2779.053	-1582.557	3205.895	2781.173	-2351.590	3097.994	2777.137	-2448.557	3828.218	2780.747	-1718.282	3983.270	2793.936
3146	31.45000	-2496.117	3867.100	2777.037	-1576.906	3206.903	2779.431	-2346.176	3099.390	2775.846	-2443.358	3830.141	2779.329	-1712.049	3984.259	2792.058
3147	31.46000	-2491.402	3868.929	2774.723	-1571.454	3207.891	2777.354	-2340.947	3101.111	2774.030	-2437.814	3831.668	2776.963	-1706.323	3985.384	2789.567
3148	31.47000	-2486.040	3870.861	2772.683	-1565.869	3208.957	2775.518	-2335.538	3102.746	2772.140	-2431.410	3833.812	2774.813	-1700.699	3986.749	2787.773
3149	31.48000	-2479.865	3872.652	2770.766	-1560.641	3210.022	2772.862	-2330.236	3104.449	2770.627	-2426.229	3835.538	2773.392	-1694.337	3987.727	2784.850
3150	31.49000	-2472.711	3874.059	2768.823	-1555.340	3210.456	2771.157	-2324.835	3106.001	2768.547	-2419.163	3836.646	2771.819	-1687.646	3988.515	2783.001
3151	31.50000	-2467.038	3875.887	2767.350	-1549.863	3211.245	2769.054	-2319.777	3107.504	2766.484	-2414.425	3838.566	2769.462	-1682.115	3989.583	2780.888
3152	31.51000	-2460.684	3877.373	2764.924	-1544.707	3212.086	2767.018	-2314.433	3109.073	2765.124	-2407.700	3840.250	2767.809	-1675.794	3990.382	2778.667
3153	31.52000	-2454.844	3879.383	2763.049	-1538.986	3213.073	2765.376	-2309.249	3110.531	2762.869	-2401.142	3841.997	2765.684	-1669.920	3991.493	2777.067
3154	31.53000	-2448.971	3881.265	2761.996	-1533.760	3213.892	2763.155	-2304.056	3112.112	2760.998	-2396.018	3843.901	2763.108	-1663.765	3992.474	2775.059
3155	31.54000	-2442.238	3882.799	2759.938	-1528.645	3214.310	2760.730	-2298.750	3113.761	2759.245	-2390.100	3845.409	2762.088	-1657.451	3993.150	2772.794
3156	31.55000	-2437.093	3884.309	2757.428	-1523.222	3215.177	2758.798	-2293.527	3115.262	2757.401	-2383.977	3846.972	2760.573	-1650.819	3994.049	2770.388
3157	31.56000	-2430.839	3886.110	2756.365	-1517.924	3215.959	2756.973	-2288.454	3117.010	2755.737	-2378.567	3848.543	2757.483	-1644.813	3994.970	2767.956
3158	31.57000	-2425.691	3887.805	2753.564	-1512.602	3216.713	2754.890	-2283.158	3118.403	2753.747	-2372.831	3850.240	2756.407	-1638.736	3995.655	2766.195
3159	31.58000	-2419.896	3889.676	2751.815	-1507.396	3217.387	2752.682	-2278.135	3119.934	2751.854	-2366.110	3851.782	2754.880	-1632.954	3996.644	2764.468
3160	31.59000	-2413.586	3891.086	2750.160	-1502.333	3217.699	2751.110	-2272.937	3121.296	2749.938	-2359.780	3853.137	2751.832	-1627.859	3997.482	2762.372
3161	31.60000	-2406.698	3892.600	2747.392	-1496.889	3218.405	2748.477	-2267.623	3122.822	2747.890	-2354.212	3854.957	2750.606	-1620.429	3998.106	2760.408
3162	31.61000	-2400.510	3894.199	2745.792	-1491.598	3218.954	2746.479	-2262.642	3124.282	2745.826	-2348.169	3856.635	2748.626	-1614.169	3998.776	2757.778
3163	31.62000	-2393.800	3895.718	2744.200	-1486.176	3219.720	2744.409	-2257.432	3125.861	2744.137	-2342.365	3857.996	2745.728	-1608.277	3999.637	2755.720
3164	31.63000	-2388.882	3897.476	2742.243	-1481.212	3220.454	2742.381	-2252.389	3127.440	2742.253	-2336.290	3859.546	2744.727	-1602.071	4000.425	2753.543
3165	31.64000	-2384.438	3899.371	2740.343	-1476.153	3220.725	2740.209	-2247.232	3128.863	2740.529	-2330.701	3860.976	2742.477	-1596.635	4001.184	2751.291
3166	31.65000	-2377.468	3901.067	2739.038	-1470.750	3221.274	2738.282	-2241.930	3130.077	2738.457	-2324.234	3862.697	2740.348	-1589.806	4001.711	2749.378
3167	31.66000	-2371.697	3902.345	2735.445	-1465.324	3221.940	2736.514	-2236.888	3131.519	2736.476	-2318.012	3864.234	2738.417	-1583.410	4002.310	2747.060
3168	31.67000	-2365.738	3904.003	2734.187	-1460.179	3222.637	2733.797	-2231.670	3132.911	2734.308	-2312.580	3865.851	2736.297	-1578.536	4003.267	2745.353
3169	31.68000	-2359.066	3905.636	2732.138	-1454.920	3223.496	2732.213	-2226.695	3134.420	2732.287	-2306.974	3867.274	2734.455	-1571.735	4003.790	2743.141
3170	31.69000	-2353.391	3907.105	2729.931	-1449.950	3223.461	2729.664	-2221.612	3135.952	2730.620	-2300.626	3868.612	2732.401	-1566.013	4004.473	2740.883
3171	31.70000	-2347.447	3908.693	2728.460	-1444.508	3224.138	2727.934	-2216.564	3137.435	2729.168	-2295.006	3870.282	2730.300	-1559.519	4005.241	2738.729
3172	31.71000	-2340.452	3910.120	2726.206	-1439.508	3224.697	2725.843	-2211.381	3138.823	2726.973	-2289.516	3871.891	2728.565	-1553.856	4005.807	2736.048
3173	31.72000	-2334.774	3911.775	2724.477	-1434.253	3225.532	2723.644	-2206.335	3140.526	2724.668	-2282.083	3873.069	2726.293	-1547.762	4006.473	2733.784
3174	31.73000	-2330.061	3913.453	2721.833	-1429.113	3225.691	2721.357	-2201.047	3141.578	2722.783	-2277.780	3874.956	2724.084	-1542.071	4007.329	2732.145
3175	31.74000	-2322.870	3914.868	2719.704	-1423.996	3225.792	2719.190	-2196.030	3142.948	2720.411	-2270.728	3876.077	2721.650	-1535.914	4007.813	2729.789
3176	31.75000	-2318.154	3916.354	2717.707	-1418.715	3226.367	2717.220	-2190.989	3144.195	2718.377	-2264.041	3877.396	2719.891	-1528.498	4008.244	2727.661
3177	31.76000	-2311.246	3917.710	2715.100	-1413.490	3226.764	2714.722	-2185.896	3145.606	2716.696	-2258.832	3878.877	2717.738	-1523.184	4008.821	2725.217
3178	31.77000	-2304.971	3919.210	2713.536	-1408.094	3227.444	2713.205	-2180.812	3146.944	2714.807	-2252.129	3880.191	2715.806	-1516.781	4009.410	2723.056
3179	31.78000	-2298.784	3920.520	2711.012	-1402.855	3227.952	2710.529	-2175.581	3148.245	2713.062	-2246.611	3881.535	2713.663	-1510.364	4009.879	2720.343
3180	31.79000	-2292.781	3922.088	2709.062	-1397.976	3227.982	2708.351	-2170.543	3149.665	2710.649	-2241.641	3883.016	2711.227	-1503.804	4010.342	2718.054
3181	31.80000	-2287.505	3923.738	2706.980	-1392.706	3228.596	2706.163	-2165.443	3150.898	2708.800	-2235.360	3884.462	2709.231	-1498.193	4010.902	2715.725
3182	31.81000	-2281.157	3925.100	2704.355	-1387.397	3228.929	2704.070	-2160.264	3152.067	2706.348	-2229.023	3885.965	2706.880	-1491.673	4011.308	2713.650
3183	31.82000	-2274.752	3926.397	2702.788	-1382.043	3229.606	2701.836	-2155.134	3153.232	2704.116	-2223.177	3887.229	2704.195	-1485.660	4011.794	2711.737
3184	31.83000	-2268.462	3927.506	2700.092	-1376.844	3229.924	2699.989	-2150.073	3154.620	2702.202	-2216.669	3888.476	2702.803	-1480.046	4012.408	2709.361
3185	31.84000	-2261.604	3928.598	2698.133	-1371.974	3229.964	2697.232	-2144.945	3155.871	2700.040	-2210.486	3889.477	2700.082	-1473.204	4012.913	2707.110
3186	31.85000	-2255.991	3930.165	2695.885	-1366.550	3230.417	2695.225	-2139.790	3157.002	2697.972	-2204.606	3890.864	2698.450	-1467.463	4013.462	2704.188
3187	31.86000	-2250.203	3931.723	2693.340	-1361.484	3230.892	2692.769	-2134.641	3158.244	2695.988	-2198.729	3892.244	2695.755	-1461.439	4014.057	2701.897
3188	31.87000	-2243.269	3932.934	2692.252	-1356.242	3231.500	2690.487	-2129.575	3159.594	2693.829	-2192.501	3893.552	2693.230	-1456.196	4014.684	2699.444
3189	31.88000	-2238.916	3934.346	2689.008	-1350.935	3231.730	2688.565	-2124.376	3160.627	2691.507	-2186.819	3894.939	2691.740	-1449.427	4014.958	2697.643
3190	31.89000	-2233.018	3935.648	2687.088	-1345.670	3231.961	2686.121	-2119.273	3161.841	2689.290	-2180.850	3895.938	2688.758	-1442.652	4015.172	2695.670
3191	31.90000	-2226.517	3936.926	2684.609	-1340.619	3232.621	2683.872	-2114.058	3163.059	2687.158	-2174.752	3897.247	2687.462	-1437.977	4015.694	2692.720
3192	31.91000	-2219.831	3938.196	2682.275	-1335.403	3232.861	2681.763	-2108.765	3164.044	2684.746	-2169.381	3898.571	2684.183	-1431.828	4016.241	2689.451
3193	31.92000	-2213.924	3939.618	2680.330	-1330.088	3233.314	2679.005	-2103.808	3165.415	2682.650	-2162.572	3899.731	2682.546	-1426.191	4016.889	2687.706
3194	31.93000	-2208.634	3940.680	2677.668	-1324.849	3233.568	2677.068	-2098.677	3166.672	2680.806	-2156.778	3900.918	2680.266	-1419.548	4017.186	2684.955
3195	31.94000	-2202.547	3941.904	2675.851	-1319.880	3233.985	2674.521	-2093.494	3167.795	2678.805	-2151.167	3902.108	2677.904	-1414.202	4017.932	2682.235
3196	31.95000	-2197.964	3943.424	2673.204	-1314.382	3234.312	2672.446	-2088.420	3168.969	2676.418	-2145.001	3903.344	2676.065	-1408.070	4018.237	2680.487
3197	31.96000	-2190.804	3944.547	2671.037	-1309.278	3234.438	2670.070	-2083.113	3169.936	2674.008	-2140.452	3904.932	2673.214	-1401.841	4018.557	2677.809
3198	31.97000	-2184.192	3945.683	2668.396	-1303.906	3234.628	2667.781	-2077.823	3171.008	2671.589	-2133.595	3905.833	2670.950	-1395.717	4018.801	2675.377
3199	31.98000	-2178.920	3946.866	2666.322	-1298.731	3235.047	2665.295	-2072.751	3172.087	2669.388	-2128.015	3907.080	2668.484	-1389.733	4019.149	2672.616
3200	31.99000	-2174.220	3948.125	2663.286	-1293.468	3235.561	2663.419	-2067.496	3173.164	2667.344	-2121.908	3908.124	2666.169	-1383.827	4019.806	2670.743
3201	32.00000	-2167.390	3949.191	2662.072	-1288.117	3235.846	2660.479	-2062.389	3174.359	2665.004	-2116.370	3909.122	2663.849	-1377.575	4020.011	2667.817
3202	32.01000	-2159.959	3950.233	2659.162	-1282.942	3235.870	2658.541	-2057.210	3175.393	2662.867	-2109.718	3910.023	2661.636	-1371.736	4020.481	2665.142
3203	32.02000	-2155.234	3951.490	2657.070	-1277.701	3236.261	2655.947	-2051.867	3176.401	2660.546	-2104.308	3911.454	2658.959	-1365.736	4020.745	2662.934
3204	32.03000	-2149.419	3952.831	2654.353	-1272.313	3236.546	2653.516	-2046.583	3177.211	2658.026	-2098.222	3912.369	2656.635	-1359.587	4021.188	2660.192
3205	32.04000	-2143.814	3953.742	2651.772	-1267.066	3237.138	2651.318	-2041.455	3178.510	2655.655	-2092.143	3913.283	2654.571	-1353.802	4021.549	2658.397
3206	32.05000	-2137.648	3954.885	2649.999	-1261.825	3237.350	2648.869	-2036.436	3179.465	2653.280	-2086.425	3914.453	2651.894	-1348.126	4022.126	2656.232
3207	32.06000	-2131.452	3955.960	2647.641	-1256.750	3237.416	2646.676	-2031.068	3180.511	2651.300	-2081.639	3915.775	2649.422	-1341.758	4022.438	2653.274
3208	32.07000	-2125.000	3956.963	2644.516	-1251.311	3237.832	2644.264	-2025.841	3181.464	2649.279	-2075.552	3916.747	2647.544	-1335.713	4022.820	2650.894
3209	32.08000	-2119.771	3958.008	2642.632	-1246.017	3238.070	2641.832	-2020.495	3182.322	2646.523	-2069.142	3917.646	2645.399	-1330.123	4023.373	2648.171
3210	32.09000	-2113.295	3958.822	2640.320	-1240.539	3238.462	2639.076	-2015.180	3183.291	2644.368	-2063.661	3918.631	2642.185	-1323.768	4023.634	2645.572
3211	32.10000	-2107.693	3959.975	2638.278	-1235.455	3238.762	2636.594	-2009.866	3184.251	2641.992	-2057.650	3919.479	2640.268	-1317.882	4024.053	2643.037
3212	32.11000	-2101.785	3960.991	2635.364	-1230.049	3239.109	2634.569	-2004.497	3185.223	2639.431	-2051.074	3920.429	2637.558	-1311.981	4024.406	2640.534
3213	32.12000	-2095.082	3962.042	2633.757	-1224.595	3239.642	2632.181	-1999.382	3186.090	2637.417	-2045.420	3921.469	2635.131	-1306.080	4024.700	2638.541
3214	32.13000	-2089.924	3963.081	2630.659	-1219.378	3239.629	2629.725	-1994.198	3187.098	2634.678	-2039.731	3922.507	2633.088	-1299.788	4025.045	2636.576
3215	32.14000	-2083.423	3964.135	2628.750	-1213.827	3240.023	2627.330	-1988.823	3187.916	2632.676	-2033.332	3923.458	2630.732	-1293.921	4025.358	2633.321
3216	32.15000	-2078.125	3964.981	2625.761	-1208.493	3240.240	2624.782	-1983.270	3188.874	2630.442	-2027.887	3924.256	2628.878	-1287.712	4025.717	2631.111
3217	32.16000	-2071.687	3965.913	2624.020	-1203.040	3240.874	2622.141	-1977.908	3189.787	2627.689	-2022.080	3925.224	2626.157	-1281.992	4026.232	2628.296
3218	32.17000	-2066.370	3966.880	2621.400	-1197.605	3241.222	2620.054	-1972.760	3190.675	2625.523	-2016.150	3926.003	2623.676	-1275.911	4026.586	2625.808
3219	32.18000	-2059.768	3967.801	2618.817	-1192.534	3241.022	2617.460	-1967.194	3191.348	2623.286	-2009.611	3926.822	2621.088	-1270.047	4027.056	2623.703
3220	32.19000	-2054.264	3968.698	2616.682	-1187.008	3241.513	2615.100	-1962.123	3192.179	2620.788	-2004.022	3927.733	2618.807	-1264.038	4027.257	2621.728
3221	32.20000	-2048.594	3969.589	2614.419	-1181.639	3241.896	2612.533	-1956.586	3193.050	2618.435	-1997.327	3928.484	2616.740	-1258.259	4027.587	2618.805
3222	32.21000	-2042.738	3970.533	2612.157	-1175.851	3242.394	2610.563	-1951.298	3193.908	2615.965	-1992.309	3929.472	2614.335	-1252.054	4027.957	2616.739
3223	32.22000	-2037.246	3971.488	2609.723	-1170.817	3242.744	2607.485	-1945.810	3194.795	2613.959	-1986.857	3930.444	2612.056	-1246.597	4028.371	2613.980
3224	32.23000	-2030.720	3972.160	2607.452	-1165.408	3242.753	2605.016	-1940.302	3195.611	2611.607	-1980.365	3931.199	2610.137	-1240.358	4028.766	2611.058
3225	32.24000	-2024.315	3973.018	2605.207	-1159.834	3243.312	2602.551	-1934.974	3196.392	2609.022	-1974.263	3932.024	2607.256	-1234.492	4029.060	2609.079
3226	32.25000	-2018.155	3973.762	2603.141	-1154.172	3243.522	2599.954	-1929.333	3196.999	2606.835	-1968.193	3932.728	2604.887	-1228.939	4029.522	2606.010
3227	32.26000	-2013.769	3974.875	2600.190	-1148.822	3243.921	2597.607	-1924.034	3197.816	2604.044	-1962.642	3933.511	2602.844	-1222.786	4029.744	2604.224
3228	32.27000	-2006.714	3975.523	2598.431	-1143.385	3244.205	2595.140	-1918.660	3198.602	2602.033	-1957.067	3934.413	2600.850	-1216.439	4030.081	2602.026
3229	32.28000	-2000.754	3976.270	2595.744	-1137.784	3244.517	2592.987	-1913.035	3199.382	2599.510	-1951.015	3935.113	2598.081	-1211.083	4030.543	2599.662
3230	32.29000	-1995.518	3977.166	2593.496	-1132.302	3245.001	2590.144	-1907.673	3200.130	2597.189	-1945.668	3935.958	2595.429	-1204.985	4030.921	2597.056
3231	32.30000	-1989.039	3977.770	2591.197	-1126.946	3244.948	2587.441	-1902.116	3200.876	2594.672	-1940.151	3936.737	2593.229	-1198.972	4031.418	2594.731
3232	32.31000	-1983.089	3978.453	2588.927	-1121.509	3245.235	2585.010	-1896.594	3201.636	2592.447	-1933.885	3937.490	2591.444	-1192.926	4031.675	2591.817
3233	32.32000	-1976.623	3979.178	2586.879	-1115.742	3245.555	2582.506	-1891.144	3202.329	2589.963	-1927.537	3937.996	2589.233	-1186.923	4032.097	2589.669
3234	32.33000	-1971.729	3980.081	2584.318	-1110.081	3246.048	2580.237	-1885.413	3202.916	2587.815	-1921.653	3938.879	2586.423	-1181.237	4032.275	2587.253
3235	32.34000	-1965.801	3980.945	2581.841	-1104.765	3246.438	2577.642	-1880.060	3203.491	2584.938	-1916.485	3939.787	2584.495	-1175.318	4032.720	2584.845
3236	32.35000	-1960.078	3981.572	2579.754	-1099.256	3246.554	2575.346	-1874.334	3204.118	2582.833	-1910.118	3940.288	2582.160	-1169.512	4033.121	2582.816
3237	32.36000	-1953.461	3982.225	2577.407	-1093.361	3247.070	2572.558	-1868.991	3204.996	2580.303	-1904.125	3940.923	2579.709	-1163.571	4033.396	2580.382
3238	32.37000	-1948.783	3983.010	2574.952	-1087.709	3247.401	2570.240	-1863.265	3205.537	2577.988	-1897.940	3941.549	2577.322	-1157.433	4033.668	2577.557
3239	32.38000	-1942.367	3983.609	2573.307	-1082.187	3247.853	2567.754	-1857.716	3206.331	2575.692	-1892.324	3942.135	2575.242	-1151.366	4034.142	2575.463
3240	32.39000	-1936.477	3984.165	2571.368	-1076.581	3248.171	2565.219	-1852.003	3206.963	2573.883	-1886.152	3942.760	2572.849	-1145.731	4034.527	2572.841
3241	32.40000	-1930.791	3984.910	2568.660	-1071.163	3248.403	2562.891	-1846.357	3207.568	2571.027	-1880.541	3943.343	2570.408	-1139.576	4034.857	2570.620
3242	32.41000	-1923.904	3985.242	2565.929	-1065.242	3248.917	2560.191	-1840.852	3208.249	2569.056	-1875.123	3943.994	2568.140	-1133.946	4035.152	2568.465
3243	32.42000	-1918.177	3986.044	2563.671	-1059.864	3248.909	2557.876	-1835.096	3208.505	2565.973	-1868.812	3944.551	2565.807	-1128.027	4035.458	2565.983
3244	32.43000	-1912.536	3986.605	2561.263	-1053.996	3249.150	2555.294	-1829.375	3209.102	2563.813	-1862.475	3945.106	2563.734	-1121.955	4035.755	2563.519
3245	32.44000	-1906.912	3987.167	2558.700	-1048.323	3249.518	2552.914	-1823.547	3209.723	2561.463	-1856.730	3945.742	2561.243	-1115.721	4036.025	2561.627
3246	32.45000	-1900.538	3987.639	2556.970	-1042.191	3250.002	2550.787	-1818.082	3210.161	2559.133	-1850.658	3946.125	2559.046	-1110.007	4036.488	2558.649
3247	32.46000	-1894.493	3988.242	2554.981	-1036.591	3250.226	2548.281	-1812.345	3210.733	2557.040	-1845.060	3946.763	2556.690	-1104.057	4036.881	2556.425
3248	32.47000	-1888.861	3988.922	2552.380	-1031.046	3250.365	2545.859	-1806.512	3211.412	2554.816	-1838.957	3947.263	2554.425	-1098.196	4037.245	2554.327
3249	32.48000	-1882.711	3989.337	2550.109	-1025.366	3250.774	2543.576	-1801.043	3211.860	2551.924	-1832.896	3947.703	2552.067	-1092.247	4037.497	2551.468
3250	32.49000	-1876.209	3989.679	2548.197	-1019.489	3251.080	2541.096	-1795.142	3212.094	2549.787	-1826.840	3948.083	2549.831	-1086.294	4037.739	2549.354
3251	32.50000	-1870.953	3990.370	2545.515	-1013.607	3251.570	2538.797	-1789.381	3212.574	2546.988	-1820.947	3948.648	2547.431	-1080.268	4038.220	2547.493
3252	32.51000	-1865.375	3990.928	2543.048	-1007.756	3251.800	2536.216	-1783.710	3213.089	2545.019	-1815.436	3949.106	2545.218	-1074.327	4038.533	2545.133
3253	32.52000	-1859.591	3991.355	2541.072	-1002.231	3251.820	2533.845	-1777.718	3213.668	2542.912	-1810.080	3949.628	2542.883	-1068.412	4038.862	2542.385
3254	32.53000	-1853.684	3991.717	2538.729	-996.374	3252.418	2531.438	-1771.912	3214.272	2540.509	-1803.303	3950.038	2540.625	-1062.619	4039.092	2540.190
3255	32.54000	-1847.747	3992.137	2536.645	-990.659	3252.520	2529.003	-1766.029	3214.414	2538.247	-1798.367	3950.514	2538.213	-1056.677	4039.448	2537.202
3256	32.55000	-1840.982	3992.403	2533.938	-984.760	3252.964	2526.624	-1760.130	3214.827	2536.242	-1791.445	3950.859	2536.418	-1050.149	4039.557	2535.202
3257	32.56000	-1835.050	3992.821	2531.926	-978.742	3253.240	2524.087	-1754.432	3215.172	2533.354	-1785.447	3951.235	2533.875	-1044.468	4039.978	2533.101
3258	32.57000	-1829.364	3993.128	2529.271	-972.926	3253.568	2521.909	-1748.504	3215.537	2530.985	-1779.595	3951.677	2532.005	-1038.889	4040.233	2530.740
3259	32.58000	-1823.621	3993.735	2527.677	-966.918	3254.129	2519.496	-1742.603	3215.884	2529.085	-1773.813	3952.060	2529.445	-1032.636	4040.574	2528.513
3260	32.59000	-1817.924	3994.101	2525.235	-961.243	3254.126	2517.310	-1736.819	3216.313	2526.327	-1768.323	3952.453	2527.494	-1026.823	4040.899	2526.682
3261	32.60000	-1812.060	3994.400	2523.215	-955.228	3254.493	2514.912	-1730.854	3216.639	2524.629	-1762.568	3952.716	2524.960	-1020.714	4041.127	2523.998
3262	32.61000	-1805.503	3994.549	2520.888	-949.194	3254.688	2512.385	-1725.078	3216.992	2522.514	-1756.439	3952.906	2522.931	-1014.924	4041.448	2521.357
3263	32.62000	-1798.999	3994.581	2518.608	-943.216	3255.226	2510.231	-1719.015	3217.407	2519.958	-1749.808	3953.135	2520.279	-1009.077	4041.804	2519.084
3264	32.63000	-1792.794	3994.863	2516.379	-937.225	3255.434	2508.096	-1713.227	3217.685	2517.731	-1744.509	3953.593	2518.445	-1003.192	4042.051	2516.675
3265	32.64000	-1786.635	3995.027	2513.981	-931.439	3255.506	2505.340	-1706.933	3217.784	2515.488	-1737.412	3953.626	2515.955	-996.668	4042.143	2514.505
3266	32.65000	-1780.778	3995.443	2511.930	-925.468	3255.717	2503.151	-1701.186	3217.953	2512.814	-1731.944	3954.075	2514.030	-990.814	4042.422	2512.537
3267	32.66000	-1775.641	3995.887	2509.481	-919.602	3256.047	2501.098	-1694.921	3218.185	2510.926	-1725.387	3954.187	2511.476	-984.991	4042.790	2510.566
3268	32.67000	-1769.498	3996.172	2507.666	-913.354	3256.616	2498.835	-1688.867	3218.532	2508.921	-1719.794	3954.453	2509.597	-979.004	4043.087	2507.818
3269	32.68000	-1763.841	3996.473	2505.506	-907.248	3256.875	2496.490	-1683.047	3218.695	2506.469	-1713.744	3954.701	2507.144	-973.170	4043.458	2506.217
3270	32.69000	-1757.225	3996.557	2503.072	-901.444	3256.800	2494.423	-1677.037	3219.047	2504.702	-1708.000	3954.960	2505.283	-967.077	4043.616	2503.430
3271	32.70000	-1752.466	3996.894	2501.101	-895.135	3257.320	2492.185	-1670.946	3219.176	2502.503	-1701.983	3955.089	2502.824	-961.113	4043.814	2501.151
3272	32.71000	-1745.975	3997.041	2499.205	-889.098	3257.422	2489.952	-1664.658	3219.227	2500.210	-1696.244	3955.347	2500.886	-955.221	4044.248	2498.965
3273	32.72000	-1739.744	3997.079	2496.464	-882.996	3257.794	2487.895	-1658.756	3219.508	2497.448	-1690.249	3955.476	2498.144	-949.401	4044.456	2497.041
3274	32.73000	-1733.453	3997.173	2494.518	-876.803	3257.879	2485.648	-1652.412	3219.564	2495.814	-1684.372	3955.610	2496.378	-943.237	4044.763	2495.056
3275	32.74000	-1728.108	3997.307	2492.042	-870.980	3258.258	2483.480	-1646.365	3219.590	2493.072	-1678.406	3955.680	2493.776	-936.911	4044.771	2492.838
3276	32.75000	-1722.012	3997.409	2490.399	-864.577	3258.587	2481.212	-1640.281	3219.705	2491.466	-1671.698	3955.723	2492.076	-930.965	4044.958	2490.604
3277	32.76000	-1715.994	3997.395	2487.698	-858.656	3258.746	2479.158	-1634.048	3219.954	2489.255	-1665.730	3955.733	2489.498	-925.380	4045.248	2488.891
3278	32.77000	-1709.045	3997.342	2486.111	-852.512	3259.026	2477.051	-1627.879	3220.041	2487.473	-1659.899	3955.808	2487.933	-919.115	4045.493	2486.023
3279	32.78000	-1703.212	3997.395	2483.657	-846.153	3259.174	2474.975	-1621.835	3220.150	2485.274	-1653.536	3955.981	2485.790	-912.904	4045.770	2484.297
3280	32.79000	-1697.142	3997.496	2481.745	-840.047	3259.704	2473.407	-1615.434	3219.954	2483.171	-1648.088	3956.188	2483.663	-907.024	4046.027	2482.381
3281	32.80000	-1691.594	3997.678	2479.647	-833.786	3260.065	2471.200	-1609.229	3220.178	2481.305	-1642.264	3956.321	2482.027	-901.395	4046.235	2480.443
3282	32.81000	-1684.744	3997.569	2477.486	-827.825	3259.858	2469.253	-1602.961	3220.138	2478.909	-1635.333	3956.175	2479.338	-895.297	4046.387	2478.177
3283	32.82000	-1679.046	3997.626	2475.991	-821.340	3260.196	2466.999	-1596.847	3220.294	2477.188	-1630.056	3956.269	2477.859	-889.110	4046.541	2476.259
3284	32.83000	-1673.274	3997.501	2473.496	-815.105	3260.447	2465.161	-1590.565	3220.400	2475.183	-1623.470	3956.195	2475.206	-883.223	4046.907	2474.292
