NO_OF_FRAMES	6000
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 14:06:56.892	1223230.27508510
DATA_INCLUDED	3D
MARKER_NAMES	DroneElCapitan - 1	DroneElCapitan - 2	DroneElCapitan - 3	DroneElCapitan - 4	DroneElCapitan - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	DroneElCapitan - 1 X	DroneElCapitan - 1 Y	DroneElCapitan - 1 Z	DroneElCapitan - 2 X	DroneElCapitan - 2 Y	DroneElCapitan - 2 Z	DroneElCapitan - 3 X	DroneElCapitan - 3 Y	DroneElCapitan - 3 Z	DroneElCapitan - 4 X	DroneElCapitan - 4 Y	DroneElCapitan - 4 Z	DroneElCapitan - 5 X	DroneElCapitan - 5 Y	DroneElCapitan - 5 Z	
3285	32.84000	-1666.417	3997.332	2471.964	-808.884	3260.824	2462.888	-1584.274	3220.431	2473.678	-1617.340	3956.257	2473.761	-876.737	4047.160	2471.717
3286	32.85000	-1660.953	3997.457	2469.617	-802.697	3261.013	2460.911	-1577.689	3220.359	2471.704	-1611.572	3956.273	2472.314	-870.878	4047.254	2470.018
3287	32.86000	-1654.662	3997.252	2467.764	-796.516	3260.835	2459.325	-1571.623	3220.235	2469.050	-1604.877	3956.018	2469.643	-864.737	4047.292	2468.252
3288	32.87000	-1648.353	3997.282	2465.758	-790.072	3261.065	2457.171	-1565.258	3220.058	2467.358	-1599.358	3955.985	2467.621	-858.485	4047.442	2466.467
3289	32.88000	-1643.037	3997.411	2463.701	-783.696	3261.198	2455.558	-1559.007	3220.124	2465.474	-1592.614	3955.845	2465.422	-852.783	4047.628	2464.152
3290	32.89000	-1636.605	3997.200	2461.943	-777.360	3261.750	2453.697	-1552.666	3219.960	2463.765	-1586.216	3955.720	2464.074	-847.187	4047.906	2462.594
3291	32.90000	-1630.324	3997.172	2459.914	-770.913	3261.780	2451.687	-1546.246	3219.918	2461.778	-1580.062	3955.603	2461.828	-840.408	4047.912	2460.506
3292	32.91000	-1623.875	3996.900	2458.412	-764.815	3261.794	2450.118	-1539.856	3219.792	2460.068	-1574.001	3955.489	2460.041	-834.085	4048.135	2459.030
3293	32.92000	-1618.863	3996.748	2456.572	-757.969	3262.146	2448.286	-1533.395	3219.726	2458.507	-1568.479	3955.513	2458.501	-828.274	4048.296	2457.023
3294	32.93000	-1612.582	3996.718	2454.569	-751.923	3262.345	2446.174	-1527.012	3219.602	2456.736	-1561.824	3955.259	2456.283	-822.407	4048.562	2454.631
3295	32.94000	-1606.451	3996.694	2453.072	-745.416	3262.611	2444.368	-1520.734	3219.496	2454.482	-1556.448	3955.288	2454.737	-816.266	4048.748	2453.132
3296	32.95000	-1600.296	3996.436	2450.759	-739.049	3262.605	2442.593	-1514.247	3219.311	2452.592	-1549.831	3955.095	2452.604	-810.151	4048.782	2451.568
3297	32.96000	-1593.717	3996.158	2449.013	-732.535	3262.561	2441.182	-1507.851	3219.162	2450.965	-1543.494	3954.853	2450.942	-804.168	4048.899	2450.209
3298	32.97000	-1587.710	3995.905	2447.184	-726.137	3262.886	2439.536	-1501.296	3218.935	2449.230	-1538.050	3954.704	2449.330	-797.443	4048.928	2448.501
3299	32.98000	-1582.186	3995.730	2445.376	-719.839	3262.905	2437.625	-1495.181	3218.926	2447.560	-1531.140	3954.326	2447.484	-791.860	4049.134	2446.733
3300	32.99000	-1575.305	3995.501	2444.237	-713.427	3263.207	2435.897	-1488.286	3218.641	2445.924	-1525.495	3954.227	2446.044	-785.719	4049.301	2444.512
3301	33.00000	-1569.523	3995.199	2442.019	-706.816	3263.394	2434.323	-1481.939	3218.290	2443.760	-1519.228	3953.988	2444.052	-779.395	4049.467	2442.720
3302	33.01000	-1562.980	3994.981	2440.610	-700.448	3263.573	2432.715	-1475.519	3218.266	2442.326	-1512.624	3953.795	2442.291	-773.270	4049.499	2441.356
3303	33.02000	-1557.176	3994.737	2438.856	-693.738	3263.952	2431.400	-1469.137	3218.072	2440.995	-1506.830	3953.633	2441.003	-767.106	4049.563	2440.121
3304	33.03000	-1550.706	3994.406	2436.764	-687.285	3263.723	2429.810	-1462.358	3217.746	2439.043	-1500.750	3953.459	2438.842	-761.046	4049.675	2438.560
3305	33.04000	-1545.036	3994.225	2435.648	-680.726	3263.968	2427.892	-1456.019	3217.571	2437.525	-1494.520	3953.164	2437.408	-754.690	4049.753	2437.143
3306	33.05000	-1539.172	3994.094	2434.295	-674.538	3264.141	2426.093	-1449.524	3217.477	2435.802	-1488.058	3952.975	2435.917	-748.974	4049.940	2434.527
3307	33.06000	-1532.967	3993.659	2432.056	-667.651	3264.221	2424.815	-1442.867	3217.112	2433.981	-1482.905	3952.664	2434.171	-742.410	4049.960	2433.041
3308	33.07000	-1526.365	3993.207	2430.892	-661.097	3264.464	2423.104	-1436.535	3216.958	2432.477	-1475.564	3952.154	2432.804	-736.603	4050.094	2431.501
3309	33.08000	-1520.294	3992.776	2429.000	-654.649	3264.261	2421.739	-1429.783	3216.621	2431.351	-1469.241	3951.625	2431.604	-730.158	4050.125	2430.197
3310	33.09000	-1513.990	3992.628	2427.378	-648.290	3264.429	2420.249	-1423.088	3216.262	2429.843	-1463.055	3951.388	2429.070	-724.312	4050.197	2428.773
3311	33.10000	-1507.558	3992.299	2426.100	-641.540	3264.546	2418.843	-1416.447	3215.642	2428.235	-1456.498	3951.198	2427.869	-718.329	4050.382	2427.500
3312	33.11000	-1500.530	3991.842	2424.251	-634.724	3264.831	2417.466	-1409.714	3215.515	2426.936	-1450.470	3950.911	2426.799	-711.849	4050.368	2426.445
3313	33.12000	-1494.935	3991.632	2422.426	-628.083	3265.056	2415.620	-1403.128	3215.247	2425.131	-1443.969	3950.606	2424.754	-705.581	4050.250	2424.201
3314	33.13000	-1488.082	3991.006	2420.291	-621.853	3264.881	2413.893	-1396.706	3215.024	2423.434	-1438.044	3950.093	2423.199	-699.791	4050.187	2422.428
3315	33.14000	-1482.288	3990.673	2419.202	-615.183	3265.038	2412.698	-1389.979	3214.614	2422.170	-1431.060	3949.714	2422.230	-693.539	4050.307	2420.757
3316	33.15000	-1475.654	3990.135	2417.793	-608.361	3265.014	2411.595	-1383.189	3214.122	2421.184	-1425.749	3949.569	2420.070	-687.100	4050.472	2419.588
3317	33.16000	-1469.094	3989.707	2416.302	-601.794	3265.372	2409.919	-1376.504	3213.879	2419.472	-1419.120	3949.087	2418.697	-681.130	4050.586	2418.191
3318	33.17000	-1462.898	3989.216	2415.223	-594.986	3265.403	2408.356	-1370.100	3213.696	2417.854	-1412.849	3948.620	2417.815	-675.072	4050.607	2416.654
3319	33.18000	-1456.958	3988.874	2413.563	-588.713	3264.762	2406.609	-1363.480	3213.209	2416.740	-1406.563	3948.268	2416.683	-669.173	4050.775	2415.744
3320	33.19000	-1450.714	3988.512	2411.993	-581.925	3264.941	2405.235	-1356.898	3212.828	2415.511	-1400.810	3948.050	2414.494	-662.711	4050.632	2414.448
3321	33.20000	-1444.340	3988.058	2410.600	-575.415	3265.084	2403.859	-1349.847	3212.323	2413.930	-1395.178	3947.721	2413.308	-656.373	4050.702	2412.891
3322	33.21000	-1438.062	3987.509	2409.188	-568.574	3265.359	2402.584	-1343.109	3211.987	2412.737	-1387.793	3947.156	2412.330	-649.980	4050.589	2411.184
3323	33.22000	-1431.937	3987.192	2407.985	-561.856	3265.383	2401.182	-1336.263	3211.538	2411.871	-1382.259	3946.775	2410.780	-643.820	4050.632	2409.598
3324	33.23000	-1425.470	3986.649	2406.629	-555.290	3265.095	2399.559	-1329.643	3211.241	2410.177	-1375.228	3946.223	2409.107	-637.923	4050.690	2408.160
3325	33.24000	-1418.936	3986.127	2405.486	-548.502	3265.262	2398.317	-1323.020	3210.841	2408.651	-1369.627	3945.897	2408.126	-631.194	4050.529	2407.005
3326	33.25000	-1412.825	3985.724	2403.808	-541.811	3265.335	2397.023	-1316.313	3210.235	2406.837	-1361.974	3945.323	2406.739	-625.135	4050.463	2405.928
3327	33.26000	-1406.560	3985.157	2402.501	-534.951	3265.624	2395.701	-1309.562	3209.853	2405.739	-1355.972	3944.811	2405.495	-618.637	4050.267	2404.459
3328	33.27000	-1400.288	3984.642	2401.342	-528.156	3265.553	2394.402	-1302.792	3209.375	2404.631	-1349.508	3944.167	2403.932	-612.479	4050.342	2403.211
3329	33.28000	-1393.900	3984.057	2400.347	-521.691	3265.080	2393.013	-1296.074	3209.028	2403.115	-1343.285	3943.761	2402.754	-606.461	4050.352	2401.898
3330	33.29000	-1387.318	3983.531	2399.109	-514.788	3265.342	2391.803	-1289.264	3208.602	2402.067	-1337.291	3943.308	2401.755	-599.195	4050.334	2400.274
3331	33.30000	-1381.144	3982.935	2397.414	-508.076	3265.275	2390.252	-1282.306	3208.046	2401.010	-1330.171	3942.814	2400.543	-593.152	4050.214	2398.980
3332	33.31000	-1374.908	3982.664	2396.191	-501.107	3265.322	2389.205	-1275.535	3207.427	2399.736	-1324.681	3942.437	2399.162	-587.018	4050.068	2397.643
3333	33.32000	-1368.283	3981.938	2395.118	-494.461	3265.268	2387.926	-1268.757	3207.120	2398.358	-1317.398	3941.764	2397.914	-580.637	4049.956	2395.939
3334	33.33000	-1362.238	3981.471	2393.574	-487.853	3264.982	2386.495	-1261.999	3206.476	2396.980	-1312.381	3941.519	2396.258	-574.157	4049.766	2394.964
3335	33.34000	-1355.354	3980.889	2392.607	-480.858	3265.121	2385.121	-1254.960	3206.056	2395.649	-1305.629	3941.039	2394.816	-567.611	4049.668	2393.754
3336	33.35000	-1349.588	3980.352	2391.545	-474.285	3265.093	2383.998	-1248.228	3205.517	2394.746	-1299.217	3940.402	2394.037	-561.735	4049.665	2392.281
3337	33.36000	-1342.732	3979.776	2390.427	-467.152	3265.101	2382.721	-1241.406	3205.197	2393.433	-1292.103	3939.850	2392.637	-554.986	4049.569	2391.152
3338	33.37000	-1336.208	3979.107	2388.763	-460.430	3265.029	2381.115	-1234.506	3204.640	2392.637	-1285.713	3939.272	2391.526	-548.684	4049.432	2389.616
3339	33.38000	-1330.082	3978.601	2387.280	-453.512	3264.892	2380.031	-1227.494	3204.285	2391.226	-1278.873	3938.620	2390.035	-542.264	4049.336	2388.270
3340	33.39000	-1323.760	3978.117	2386.538	-446.740	3265.039	2378.592	-1220.882	3203.732	2389.854	-1273.259	3938.298	2388.967	-535.199	4049.203	2387.057
3341	33.40000	-1317.444	3977.608	2384.926	-440.025	3264.731	2377.094	-1213.824	3203.242	2388.190	-1266.384	3937.701	2387.480	-529.538	4049.176	2386.018
3342	33.41000	-1310.709	3976.991	2383.610	-433.245	3264.767	2375.780	-1207.044	3202.624	2387.108	-1259.836	3937.173	2385.917	-522.865	4048.987	2384.697
3343	33.42000	-1304.107	3976.479	2382.226	-426.236	3264.459	2374.486	-1200.010	3201.972	2385.550	-1253.680	3936.492	2384.744	-516.711	4048.891	2383.371
3344	33.43000	-1297.677	3975.645	2381.075	-419.265	3264.411	2373.154	-1193.072	3201.435	2384.305	-1246.528	3935.888	2383.697	-510.111	4048.638	2381.829
3345	33.44000	-1290.958	3975.095	2379.795	-412.419	3264.483	2371.659	-1186.099	3201.013	2382.985	-1239.438	3935.061	2382.894	-503.543	4048.452	2380.397
3346	33.45000	-1284.721	3974.503	2377.978	-405.531	3263.934	2370.397	-1178.842	3200.076	2380.634	-1233.700	3934.734	2380.579	-496.727	4048.155	2378.252
3347	33.46000	-1278.275	3973.852	2376.652	-398.527	3263.852	2368.994	-1171.910	3199.531	2379.204	-1227.519	3934.223	2379.392	-490.498	4048.038	2377.121
3348	33.47000	-1271.354	3973.146	2376.022	-391.592	3263.854	2367.667	-1164.995	3198.947	2377.869	-1220.115	3933.499	2378.426	-484.456	4047.897	2376.010
3349	33.48000	-1264.954	3972.438	2374.259	-384.720	3263.948	2366.490	-1158.075	3198.226	2376.583	-1213.830	3932.871	2376.731	-478.079	4047.667	2374.836
3350	33.49000	-1258.548	3971.924	2372.539	-377.703	3263.865	2365.232	-1151.193	3197.702	2375.286	-1207.520	3932.300	2375.223	-471.629	4047.488	2373.423
3351	33.50000	-1251.990	3971.323	2371.641	-370.925	3263.282	2363.535	-1144.107	3197.017	2373.880	-1200.113	3931.689	2373.877	-464.884	4047.201	2371.963
3352	33.51000	-1245.381	3970.854	2369.795	-363.964	3263.213	2362.016	-1137.083	3196.609	2372.476	-1172.222	3930.217	2370.849	-458.051	4046.903	2370.179
3353	33.52000	-1238.996	3970.278	2368.236	-356.978	3262.998	2360.643	-1130.070	3195.927	2371.245	-1166.517	3929.866	2369.484	-451.673	4046.793	2368.246
3354	33.53000	-1232.176	3969.680	2366.777	-349.898	3263.104	2359.107	-1123.133	3195.451	2369.721	-1171.764	3930.099	2368.941	-445.667	4046.626	2366.694
3355	33.54000	-1225.799	3969.032	2365.260	-343.036	3262.939	2357.480	-1116.134	3194.773	2368.202	-1176.726	3930.378	2368.381	-439.068	4046.455	2365.584
3356	33.55000	-1219.328	3968.254	2363.533	-336.149	3262.375	2356.071	-1109.106	3194.219	2366.540	-1170.167	3930.166	2366.964	-432.276	4046.056	2363.907
3357	33.56000	-1212.648	3967.634	2362.138	-329.219	3262.312	2354.700	-1102.075	3193.440	2365.168	-1162.922	3928.802	2364.913	-425.913	4045.787	2362.834
3358	33.57000	-1205.750	3966.865	2360.717	-322.221	3262.076	2353.209	-1095.126	3192.943	2363.611	-1156.474	3928.351	2363.311	-419.120	4045.542	2361.495
3359	33.58000	-1199.047	3966.225	2359.445	-315.207	3262.028	2351.526	-1088.027	3192.337	2362.140	-1149.531	3927.343	2361.377	-412.503	4045.267	2359.608
3360	33.59000	-1192.413	3965.598	2357.875	-308.037	3261.659	2349.733	-1080.963	3191.721	2360.774	-1143.105	3927.026	2359.340	-406.151	4045.083	2357.618
3361	33.60000	-1185.717	3964.766	2356.234	-301.241	3261.328	2348.168	-1073.881	3191.112	2359.182	-1135.827	3925.247	2357.950	-399.253	4044.706	2355.662
3362	33.61000	-1179.615	3964.275	2354.436	-293.989	3261.254	2346.760	-1066.926	3190.534	2357.685	-1129.292	3925.581	2356.542	-392.779	4044.578	2354.435
3363	33.62000	-1172.721	3963.381	2352.754	-286.944	3260.954	2345.053	-1059.741	3189.794	2355.852	-1122.546	3923.915	2354.559	-385.909	4044.254	2352.867
3364	33.63000	-1165.550	3962.439	2351.538	-279.786	3260.765	2343.482	-1052.760	3189.240	2353.951	-1115.664	3923.591	2353.121	-379.230	4043.857	2351.185
3365	33.64000	-1158.911	3961.931	2349.179	-272.847	3260.417	2341.674	-1045.701	3188.491	2352.259	-1108.997	3922.656	2350.848	-372.964	4043.488	2349.443
3366	33.65000	-1151.972	3961.242	2347.998	-265.711	3260.113	2339.844	-1038.524	3187.962	2350.502	-1102.242	3921.913	2349.505	-365.698	4043.031	2347.491
3367	33.66000	-1145.330	3960.378	2346.270	-258.710	3259.956	2337.791	-1031.425	3187.310	2349.126	-1095.353	3921.607	2347.796	-359.131	4042.711	2345.766
3368	33.67000	-1138.405	3959.875	2344.366	-251.832	3259.369	2335.900	-1024.245	3186.703	2347.016	-1088.445	3920.587	2345.743	-352.295	4042.350	2343.416
3369	33.68000	-1131.821	3958.968	2342.884	-244.598	3259.129	2333.980	-1017.099	3186.057	2345.090	-1081.786	3920.323	2344.052	-345.473	4041.953	2341.431
3370	33.69000	-1125.000	3958.540	2340.118	-237.656	3258.801	2332.126	-1010.040	3185.474	2343.003	-1074.931	3919.129	2341.647	-338.783	4041.645	2339.256
3371	33.70000	-1118.069	3957.894	2338.035	-230.595	3258.779	2329.933	-1002.885	3184.665	2340.950	-1068.460	3918.519	2339.571	-331.977	4041.310	2337.543
3372	33.71000	-1111.082	3957.046	2335.772	-223.144	3258.399	2327.744	-995.901	3184.092	2338.620	-1061.189	3917.740	2337.328	-325.208	4040.902	2335.560
3373	33.72000	-1104.870	3956.079	2333.793	-216.013	3258.016	2325.820	-988.765	3183.435	2336.483	-1054.249	3917.446	2335.606	-318.675	4040.591	2333.558
3374	33.73000	-1097.533	3955.624	2331.586	-209.036	3257.807	2323.514	-981.596	3182.875	2334.445	-1047.745	3916.443	2333.482	-311.297	4040.028	2331.178
3375	33.74000	-1090.878	3954.761	2328.840	-202.070	3257.418	2321.253	-974.346	3182.171	2332.335	-1040.684	3915.692	2331.091	-304.783	4039.752	2328.612
3376	33.75000	-1084.072	3954.063	2327.859	-194.623	3257.045	2319.120	-967.132	3181.491	2329.995	-1033.762	3915.468	2329.085	-298.323	4039.418	2326.477
3377	33.76000	-1077.032	3953.380	2324.871	-187.292	3256.606	2316.639	-959.808	3180.563	2327.797	-1026.718	3914.290	2327.046	-291.152	4039.034	2323.707
3378	33.77000	-1070.572	3952.637	2322.333	-180.402	3256.278	2314.119	-952.600	3179.967	2325.351	-1020.017	3914.200	2324.299	-283.917	4038.527	2321.641
3379	33.78000	-1063.194	3951.926	2320.181	-173.195	3256.134	2311.684	-945.534	3179.268	2322.689	-1012.820	3912.862	2321.527	-277.121	4038.024	2319.472
3380	33.79000	-1056.225	3950.964	2317.746	-166.115	3255.479	2309.249	-938.287	3178.611	2320.117	-1006.240	3912.759	2319.289	-270.311	4037.662	2316.739
3381	33.80000	-1049.357	3950.515	2314.625	-158.861	3255.083	2306.773	-930.906	3177.390	2317.592	-998.982	3911.367	2316.769	-263.478	4037.143	2314.873
3382	33.81000	-1042.359	3949.686	2311.956	-151.709	3254.679	2304.134	-923.777	3176.872	2315.295	-992.357	3910.774	2314.118	-256.649	4036.859	2312.135
3383	33.82000	-1035.542	3948.957	2310.416	-144.258	3254.440	2301.740	-916.417	3176.128	2312.918	-985.262	3910.529	2311.752	-249.467	4036.397	2309.498
3384	33.83000	-1028.620	3948.227	2307.844	-137.009	3254.022	2299.270	-909.255	3175.507	2310.464	-978.284	3909.340	2309.270	-242.675	4035.914	2306.554
3385	33.84000	-1021.618	3947.480	2305.458	-130.047	3253.277	2296.500	-901.883	3174.577	2307.937	-971.516	3908.777	2306.914	-236.133	4035.498	2304.406
3386	33.85000	-1014.370	3946.664	2302.837	-122.845	3252.931	2294.276	-894.725	3173.982	2305.457	-964.326	3908.270	2304.147	-229.052	4035.016	2302.154
3387	33.86000	-1007.710	3945.796	2300.117	-115.466	3252.550	2291.874	-887.512	3173.293	2302.443	-957.043	3907.564	2301.302	-222.438	4034.629	2299.314
3388	33.87000	-1000.516	3945.365	2297.478	-108.109	3252.328	2289.210	-880.255	3172.756	2299.852	-950.070	3906.400	2298.743	-214.812	4033.989	2297.117
3389	33.88000	-992.890	3944.517	2294.791	-100.790	3251.767	2286.459	-873.041	3172.008	2297.173	-943.192	3905.712	2295.908	-208.495	4033.463	2293.776
3390	33.89000	-986.508	3943.822	2292.259	-93.917	3250.986	2283.828	-865.529	3171.112	2294.678	-935.773	3904.938	2293.592	-200.760	4032.916	2291.191
3391	33.90000	-979.513	3943.165	2289.512	-86.478	3250.611	2281.121	-858.267	3170.393	2292.382	-928.862	3904.138	2290.881	-193.907	4032.463	2288.552
3392	33.91000	-972.261	3942.378	2286.400	-79.203	3250.111	2278.580	-850.997	3169.861	2289.482	-921.856	3903.386	2288.086	-186.777	4031.939	2285.813
3393	33.92000	-965.226	3941.491	2283.754	-71.715	3249.814	2275.850	-843.547	3169.004	2286.971	-914.964	3902.649	2285.299	-179.668	4031.339	2283.443
3394	33.93000	-958.299	3940.296	2279.611	-64.583	3249.405	2273.483	-836.662	3168.624	2283.959	-907.762	3901.484	2281.798	-172.348	4030.797	2281.247
3395	33.94000	-950.982	3939.520	2277.224	-57.299	3248.556	2270.584	-828.992	3167.555	2281.391	-900.491	3900.688	2279.163	-165.547	4030.135	2278.390
3396	33.95000	-943.983	3938.878	2274.450	-49.894	3248.153	2267.942	-821.905	3167.069	2278.668	-893.304	3900.043	2276.353	-158.470	4029.602	2275.828
3397	33.96000	-936.919	3938.031	2271.535	-42.612	3247.598	2265.187	-814.502	3166.228	2275.968	-886.243	3899.223	2273.610	-151.595	4029.132	2272.636
3398	33.97000	-929.653	3937.223	2268.742	-34.941	3247.310	2262.491	-807.049	3165.551	2273.356	-879.162	3898.529	2270.840	-143.852	4028.527	2269.767
3399	33.98000	-922.318	3936.410	2266.225	-27.776	3246.540	2259.672	-799.576	3164.643	2270.474	-871.792	3897.668	2268.064	-136.368	4027.976	2267.388
3400	33.99000	-914.752	3935.533	2263.800	-20.617	3245.830	2256.894	-792.194	3163.865	2267.735	-864.721	3897.026	2265.329	-129.606	4027.280	2264.442
3401	34.00000	-907.911	3934.927	2260.447	-13.217	3245.433	2254.319	-785.034	3163.340	2264.836	-857.496	3896.308	2262.399	-122.417	4026.684	2261.643
3402	34.01000	-900.921	3934.196	2257.998	-5.882	3244.640	2251.758	-777.400	3162.232	2262.401	-850.408	3895.555	2259.733	-115.540	4026.125	2259.297
3403	34.02000	-893.705	3933.430	2255.254	1.626	3244.246	2248.996	-770.363	3161.981	2259.232	-842.931	3894.684	2257.237	-108.112	4025.535	2257.001
3404	34.03000	-886.305	3932.531	2252.510	9.119	3243.645	2246.485	-762.904	3161.037	2256.692	-835.691	3893.863	2254.540	-100.309	4024.769	2254.111
3405	34.04000	-878.931	3931.700	2249.905	20.177	3242.720	2244.009	-755.454	3160.439	2253.927	-828.555	3893.256	2251.537	-93.622	4024.253	2251.424
3406	34.05000	-871.974	3930.965	2246.811	23.835	3242.489	2240.698	-748.100	3159.633	2251.215	-821.283	3892.458	2248.692	-86.058	4023.548	2247.872
3407	34.06000	-864.379	3930.039	2243.886	35.395	3241.537	2238.552	-740.678	3158.915	2248.557	-813.931	3891.430	2245.871	-79.471	4023.022	2244.881
3408	34.07000	-857.302	3929.377	2241.290	43.292	3240.988	2235.762	-733.216	3158.091	2245.378	-806.621	3890.662	2242.908	-71.761	4022.340	2242.436
3409	34.08000	-850.331	3928.830	2238.433	46.283	3240.583	2232.455	-725.961	3157.450	2242.582	-799.485	3890.041	2240.086	-64.920	4021.724	2239.859
3410	34.09000	-842.755	3927.887	2235.568	57.831	3239.686	2230.161	-718.438	3156.509	2239.687	-792.286	3889.388	2237.206	-56.843	4020.904	2237.285
3411	34.10000	-835.149	3927.042	2232.479	60.971	3239.421	2226.897	-711.099	3155.902	2236.948	-784.880	3888.658	2234.380	-49.629	4020.238	2234.423
3412	34.11000	-828.127	3926.261	2229.885	68.222	3238.507	2224.077	-703.585	3155.050	2234.176	-777.534	3887.698	2231.822	-40.273	4019.319	2231.935
3413	34.12000	-820.625	3925.379	2227.147	75.892	3237.799	2221.214	-696.100	3154.320	2231.458	-770.226	3886.945	2228.701	-34.427	4018.844	2228.773
3414	34.13000	-813.350	3924.607	2224.267	87.439	3236.977	2218.928	-688.548	3153.460	2228.769	-762.662	3886.148	2225.919	-28.011	4018.309	2225.381
3415	34.14000	-805.916	3923.780	2221.349	95.222	3236.336	2216.067	-680.926	3152.551	2225.884	-755.328	3885.341	2223.074	-20.047	4017.530	2222.757
3416	34.15000	-798.472	3922.936	2218.546	98.233	3235.978	2212.835	-673.642	3151.940	2222.791	-748.177	3884.613	2220.210	-13.468	4016.951	2219.831
3417	34.16000	-791.557	3922.297	2215.188	110.465	3234.799	2210.440	-666.048	3151.004	2219.890	-740.922	3883.772	2216.742	-3.681	4015.922	2217.822
3418	34.17000	-783.916	3921.397	2212.543	117.883	3234.290	2207.593	-658.712	3150.284	2216.700	-733.298	3882.892	2214.185	1.672	4015.392	2215.014
3419	34.18000	-776.168	3920.389	2210.056	125.145	3233.631	2204.926	-651.232	3149.504	2214.218	-725.944	3882.071	2211.351	9.597	4014.510	2211.897
3420	34.19000	-769.101	3919.655	2206.974	132.400	3233.026	2202.481	-643.893	3148.926	2211.249	-718.441	3881.148	2208.537	16.525	4013.869	2209.027
3421	34.20000	-761.502	3918.880	2204.372	135.438	3232.636	2198.916	-636.401	3148.204	2208.705	-710.865	3880.378	2205.948	23.774	4013.237	2205.810
3422	34.21000	-754.106	3918.058	2201.009	143.231	3231.515	2195.993	-628.646	3147.206	2205.848	-703.603	3879.491	2202.929	33.910	4012.146	2203.324
3423	34.22000	-746.712	3917.279	2198.502	155.246	3230.527	2193.539	-620.883	3146.136	2202.904	-695.935	3878.603	2200.097	38.821	4011.793	2200.246
3424	34.23000	-738.543	3916.208	2195.795	163.003	3229.804	2190.743	-613.565	3145.470	2200.097	-688.463	3877.993	2197.374	46.032	4011.039	2197.606
